total_orders,avg_discount,success_rate,avg_order_gap,actual_churn,churn_probability,risk_level,customer_id,segment,clv_proxy
1,0.08,1.0,0.0,1,0.948153955580335,High Risk,46299,3,1.84
8,0.19625,0.875,94.57142857142857,0,0.11736757689451281,Low Risk,23815,2,12.86
3,0.18666666666666668,1.0,232.5,1,0.44893007048687306,Medium Risk,35093,1,6.506666666666667
5,0.434,0.8,160.75,0,0.313472285145276,Low Risk,6978,1,4.5280000000000005
5,0.26399999999999996,0.6,142.75,0,0.3394480593705529,Low Risk,4315,2,11.04
2,0.215,1.0,430.0,0,0.22110479953542314,Low Risk,1254,0,4.71
5,0.312,0.8,145.75,0,0.33865809351383447,Low Risk,19789,1,8.943999999999999
7,0.12142857142857143,1.0,102.33333333333333,0,0.18432885889233713,Low Risk,35608,2,14.935714285714285
2,0.31,1.0,216.0,1,0.6303655547256964,Medium Risk,39690,3,2.07
4,0.28500000000000003,1.0,81.66666666666667,1,0.615591102994153,Medium Risk,20176,1,5.005
5,0.32399999999999995,1.0,154.75,0,0.32608781617028204,Low Risk,36539,1,8.112
4,0.375,0.75,98.33333333333333,1,0.5787996352505513,Medium Risk,30558,1,6.25
1,0.01,1.0,0.0,1,0.9478583281989889,High Risk,12499,3,0.99
2,0.14500000000000002,0.5,78.0,0,0.8357841939131244,High Risk,27124,1,5.984999999999999
3,0.2833333333333333,1.0,299.5,0,0.3196172454218186,Low Risk,3304,0,5.016666666666667
4,0.215,0.75,196.33333333333334,0,0.3744346156292529,Low Risk,21553,1,7.8500000000000005
5,0.256,1.0,99.5,0,0.4326758429152863,Medium Risk,24975,1,6.696
2,0.13,1.0,183.0,1,0.688604251704025,Medium Risk,15913,1,4.35
5,0.38,0.8,142.0,0,0.3470172022328516,Low Risk,6506,1,4.96
10,0.301,0.6,61.0,0,0.05051226109788724,Low Risk,39812,2,18.873
5,0.21000000000000002,0.8,111.5,0,0.4031506716527469,Medium Risk,28328,1,7.9
2,0.22999999999999998,1.0,91.0,1,0.8277129053978102,High Risk,37586,3,4.62
3,0.3,1.0,282.5,0,0.35153166874688013,Low Risk,27541,0,4.8999999999999995
8,0.3075,0.875,92.85714285714286,0,0.1198587984428784,Low Risk,37266,2,15.9275
2,0.36,1.0,176.0,1,0.705097822928508,High Risk,9344,3,3.84
4,0.18,1.0,105.0,0,0.5664215772903981,Medium Risk,25706,1,8.200000000000001
6,0.295,0.8333333333333334,115.8,0,0.26724773389411427,Low Risk,37597,2,9.870000000000001
1,0.03,1.0,0.0,0,0.9479429553316155,High Risk,19342,3,2.91
3,0.2733333333333334,1.0,164.5,1,0.5913601321613975,Medium Risk,36935,3,5.813333333333333
3,0.18000000000000002,0.3333333333333333,131.5,1,0.6408112402538322,Medium Risk,3490,1,7.38
5,0.418,1.0,56.0,1,0.5264138320493691,Medium Risk,16720,2,9.312000000000001
2,0.25,1.0,90.0,0,0.8291419572954902,High Risk,48370,1,3.0
5,0.326,0.8,58.25,0,0.5154253189027123,Medium Risk,48427,1,6.739999999999999
6,0.21,0.6666666666666666,74.0,1,0.33586757174116777,Low Risk,49952,2,12.64
4,0.2525,0.5,210.33333333333334,0,0.3433222820835271,Low Risk,45725,1,8.97
10,0.279,0.8,59.77777777777778,0,0.051758845784874954,Low Risk,49311,2,17.304
3,0.21666666666666667,0.6666666666666666,131.0,0,0.6491197160835711,Medium Risk,32226,1,6.266666666666667
2,0.145,1.0,399.0,1,0.26763023578292194,Low Risk,36612,0,5.13
4,0.2475,1.0,65.33333333333333,1,0.6465463795461629,Medium Risk,35462,1,6.02
7,0.2785714285714286,1.0,99.0,0,0.19061427516081178,Low Risk,24604,2,11.542857142857143
4,0.1925,1.0,217.66666666666666,0,0.33819035616759835,Low Risk,49032,1,8.075
3,0.36000000000000004,1.0,200.0,0,0.5202204235816824,Medium Risk,16073,1,5.759999999999999
3,0.3233333333333333,1.0,163.0,1,0.5954123696368306,Medium Risk,24486,3,4.736666666666667
5,0.324,0.8,100.0,0,0.42881931044310057,Medium Risk,48269,2,11.491999999999999
3,0.18999999999999997,0.6666666666666666,191.5,0,0.5270440297814454,Medium Risk,20720,1,7.290000000000001
2,0.375,0.5,434.0,1,0.2104270881992412,Low Risk,33032,0,2.5
5,0.368,1.0,85.0,1,0.46495573817741515,Medium Risk,3865,2,9.48
3,0.13333333333333333,1.0,287.5,0,0.33887839639151673,Low Risk,5736,0,6.933333333333334
2,0.255,1.0,334.0,1,0.3881450285123992,Low Risk,27057,0,5.215
5,0.16799999999999998,1.0,126.5,0,0.3766767678000643,Low Risk,40712,2,13.312000000000001
4,0.295,1.0,132.66666666666666,1,0.5115886884146181,Medium Risk,39584,1,7.050000000000001
3,0.21,0.6666666666666666,163.5,1,0.5850481883437557,Medium Risk,41884,1,6.32
4,0.3025,0.5,156.66666666666666,0,0.4510007023437582,Medium Risk,21282,1,6.975
2,0.215,1.0,394.0,1,0.2770827390270759,Low Risk,1065,0,3.14
2,0.07,0.5,371.0,1,0.30512111744135195,Low Risk,44574,0,5.58
2,0.025,0.5,33.0,1,0.879979244386936,High Risk,13280,3,2.925
7,0.20857142857142857,1.0,102.5,0,0.1852442075292318,Low Risk,577,2,15.828571428571427
4,0.2525,0.75,185.66666666666666,0,0.39626327949165785,Low Risk,39398,1,5.2325
3,0.17333333333333334,0.6666666666666666,165.5,0,0.580227899796272,Medium Risk,34736,1,8.266666666666666
5,0.33799999999999997,1.0,106.0,1,0.421131549813686,Medium Risk,28834,1,7.944000000000001
4,0.35,0.75,197.33333333333334,0,0.37519063978304334,Low Risk,96,1,5.2
3,0.33666666666666667,0.6666666666666666,85.5,0,0.7320307814390368,High Risk,25366,1,6.633333333333333
3,0.1366666666666667,0.6666666666666666,295.0,0,0.31874647164684494,Low Risk,30816,0,5.18
4,0.25,1.0,164.66666666666666,0,0.4441363706594183,Medium Risk,11861,1,8.25
2,0.21500000000000002,1.0,411.0,0,0.24959591357854785,Low Risk,17214,0,5.494999999999999
5,0.198,0.8,146.75,0,0.33461434219310343,Low Risk,44152,1,11.228000000000002
4,0.16,1.0,218.66666666666666,0,0.3357048360358671,Low Risk,43999,1,5.04
5,0.186,0.2,104.0,1,0.4051605509839003,Medium Risk,31352,1,12.21
2,0.37,0.5,234.0,1,0.5854860701333245,Medium Risk,49586,0,3.7800000000000002
3,0.25,0.6666666666666666,260.5,1,0.3864930346148953,Low Risk,21402,0,6.0
3,0.26,1.0,201.5,1,0.5149572488993133,Medium Risk,29577,1,4.4399999999999995
4,0.4225,0.75,94.66666666666667,1,0.5872236215498329,Medium Risk,22424,3,4.62
3,0.3333333333333333,0.6666666666666666,180.0,0,0.5539095016079516,Medium Risk,27041,1,5.333333333333334
7,0.24428571428571427,0.8571428571428571,109.16666666666667,0,0.1756394895662274,Low Risk,9317,2,11.335714285714287
4,0.20500000000000002,1.0,104.0,1,0.5689941677841547,Medium Risk,43557,3,6.359999999999999
7,0.16714285714285712,1.0,106.16666666666667,0,0.18014798216614056,Low Risk,37844,2,19.155714285714286
2,0.13,0.5,294.0,0,0.4561968839875565,Medium Risk,9599,0,3.48
1,0.2,1.0,0.0,1,0.948657062063289,High Risk,48599,3,2.4000000000000004
4,0.255,0.5,27.666666666666668,0,0.7058343360845113,High Risk,7475,1,8.195
3,0.12,1.0,100.5,1,0.7089419027990974,High Risk,7462,3,6.16
3,0.31,1.0,256.0,0,0.403613543464784,Medium Risk,25571,0,4.83
4,0.245,0.75,202.66666666666666,0,0.36273987784010436,Low Risk,17524,1,9.815
2,0.155,1.0,148.0,1,0.7479417050815462,High Risk,26921,3,5.915
5,0.374,1.0,80.25,0,0.4749521366980711,Medium Risk,389,1,8.138
3,0.17333333333333334,1.0,307.5,0,0.3032897616981548,Low Risk,16330,0,9.093333333333334
4,0.1375,0.5,163.0,0,0.43448157424190464,Medium Risk,12847,1,10.350000000000001
2,0.09,1.0,120.0,1,0.7884540322805235,High Risk,15808,1,5.46
4,0.21000000000000002,1.0,113.33333333333333,0,0.549916047446299,Medium Risk,3926,1,7.11
6,0.17833333333333334,0.8333333333333334,70.8,0,0.34450064572783834,Low Risk,29440,2,10.681666666666667
4,0.2275,1.0,208.66666666666666,0,0.35587690774759945,Low Risk,31527,1,9.27
6,0.29333333333333333,0.6666666666666666,90.6,1,0.3072349250067024,Low Risk,13101,2,13.426666666666666
4,0.27249999999999996,0.75,116.0,1,0.5403408891015804,Medium Risk,9667,1,5.0925
4,0.27,0.75,93.33333333333333,1,0.5867519506320819,Medium Risk,32828,1,8.76
2,0.25,1.0,258.0,1,0.5444671798503098,Medium Risk,28817,3,4.5
5,0.192,1.0,129.75,0,0.37081353220450664,Low Risk,18291,1,9.696000000000002
8,0.155,0.875,73.85714285714286,0,0.13606519049168347,Low Risk,47037,2,20.28
5,0.21200000000000002,0.8,158.0,0,0.3143155292707787,Low Risk,40818,1,10.244
3,0.2233333333333333,0.3333333333333333,251.5,0,0.39693066137369726,Low Risk,35739,0,4.66
3,0.27666666666666667,1.0,127.0,0,0.6643295624566136,Medium Risk,30738,1,5.786666666666667
4,0.3175,1.0,224.0,0,0.3288297629680146,Low Risk,1349,1,6.825
4,0.12000000000000001,0.75,114.33333333333333,1,0.5405481798243041,Medium Risk,18522,1,7.92
4,0.125,1.0,185.33333333333334,0,0.3995180660251136,Low Risk,27260,1,10.5
9,0.2588888888888889,0.8888888888888888,65.375,0,0.08642396504503183,Low Risk,26141,2,20.009999999999998
3,0.2833333333333333,1.0,219.5,0,0.477943206550802,Medium Risk,7809,0,4.3
4,0.25,1.0,180.0,0,0.41282955874553384,Medium Risk,43637,1,4.5
3,0.3233333333333333,1.0,296.0,0,0.32675205190177664,Low Risk,7854,0,6.7666666666666675
5,0.24,0.6,158.25,0,0.3106482883916043,Low Risk,31362,1,9.120000000000001
5,0.284,1.0,135.5,0,0.3615128291220829,Low Risk,13999,2,10.74
4,0.16749999999999998,1.0,56.666666666666664,1,0.6613516085662964,Medium Risk,23183,3,8.325
7,0.22571428571428573,0.7142857142857143,73.83333333333333,1,0.22003163501426082,Low Risk,35774,2,12.388571428571428
3,0.2833333333333333,1.0,137.5,1,0.6446589929346295,Medium Risk,3210,3,6.45
2,0.14,1.0,589.0,0,0.06966679881142081,Low Risk,15308,0,5.16
4,0.3325,1.0,212.33333333333334,0,0.3509443988991734,Low Risk,18117,1,7.342499999999999
8,0.28500000000000003,0.875,69.0,0,0.14225162948702705,Low Risk,42872,2,17.16
2,0.195,1.0,102.0,1,0.8137796291883967,High Risk,20215,3,2.415
4,0.23500000000000001,0.75,209.66666666666666,0,0.3491601625531875,Low Risk,10253,1,8.415000000000001
6,0.205,1.0,79.6,1,0.3318283998383581,Low Risk,8304,2,11.925
3,0.29,0.6666666666666666,274.0,0,0.3609488035497744,Low Risk,19938,0,4.97
2,0.165,1.0,389.0,0,0.28464019329816415,Low Risk,46534,0,3.34
6,0.20333333333333334,1.0,118.2,0,0.2646348014533877,Low Risk,1578,2,9.559999999999999
7,0.21,0.8571428571428571,75.5,0,0.2195462925336814,Low Risk,19417,2,13.43
3,0.18000000000000002,1.0,280.0,0,0.3539448821840338,Low Risk,45045,0,7.38
5,0.158,0.8,86.75,1,0.4525481752766957,Medium Risk,8510,1,9.262
3,0.11666666666666668,0.6666666666666666,244.5,0,0.4157967168133092,Medium Risk,35711,1,7.949999999999999
2,0.405,1.0,399.0,0,0.2720191731014285,Low Risk,9083,0,2.38
3,0.19999999999999998,1.0,67.5,1,0.7635685338647861,High Risk,12861,3,4.800000000000001
8,0.245,0.75,101.85714285714286,0,0.11055807340029843,Low Risk,8081,2,15.855
9,0.19333333333333333,1.0,78.25,0,0.0786055619063531,Low Risk,6163,2,17.746666666666666
4,0.25,0.75,180.66666666666666,0,0.40623045639387495,Medium Risk,16600,1,9.0
4,0.3275,0.75,163.33333333333334,0,0.4431567561422601,Medium Risk,35559,1,5.38
5,0.11200000000000002,0.8,61.0,1,0.5051119509793341,Medium Risk,47652,1,12.432
2,0.245,1.0,216.0,1,0.6290669496313395,Medium Risk,26457,3,3.775
1,0.46,1.0,0.0,1,0.9497313258482512,High Risk,24310,3,0.54
4,0.3475,0.75,136.33333333333334,0,0.49963730679259555,Medium Risk,17425,1,6.525
6,0.23666666666666666,0.8333333333333334,71.4,1,0.34449922460774995,Low Risk,901,2,10.686666666666666
4,0.26,0.75,210.66666666666666,0,0.34775287636551094,Low Risk,35902,1,8.879999999999999
2,0.31,1.0,516.0,1,0.12256187855513583,Low Risk,9691,0,3.4499999999999997
2,0.29,1.0,343.0,1,0.3711742264887138,Low Risk,6405,0,4.97
8,0.295,0.75,76.57142857142857,0,0.13355658465265174,Low Risk,47965,2,13.395000000000001
8,0.25375,0.75,87.0,0,0.1234252473012678,Low Risk,22790,2,15.671250000000002
3,0.21,0.6666666666666666,103.0,0,0.7001762456970132,High Risk,15297,1,5.53
6,0.20166666666666666,0.8333333333333334,107.0,0,0.2802480894727594,Low Risk,47060,2,11.975
7,0.33999999999999997,0.8571428571428571,107.0,0,0.17947591520240988,Low Risk,47002,2,13.200000000000001
4,0.225,1.0,162.66666666666666,0,0.4477286387751234,Medium Risk,33185,1,8.525
2,0.44999999999999996,1.0,549.0,0,0.09694546009783372,Low Risk,47197,0,3.8500000000000005
3,0.37666666666666665,0.6666666666666666,344.5,0,0.24015424403281052,Low Risk,43642,0,5.609999999999999
4,0.27749999999999997,1.0,198.0,0,0.3775278285117964,Low Risk,43492,1,7.2250000000000005
6,0.24833333333333332,1.0,81.8,1,0.32859125761631347,Low Risk,25932,2,9.02
4,0.3975,0.75,145.66666666666666,1,0.4812557405599675,Medium Risk,9037,1,6.6275
5,0.302,1.0,115.0,1,0.4022064889265909,Medium Risk,37764,1,9.074
4,0.325,1.0,220.33333333333334,0,0.33575755442499133,Low Risk,42686,1,6.075
5,0.314,1.0,128.75,0,0.3752088409244894,Low Risk,707,2,10.975999999999999
2,0.39,1.0,492.0,0,0.1466198583628717,Low Risk,46346,0,3.66
3,0.3,0.6666666666666666,234.5,0,0.44005508804455984,Medium Risk,43818,1,4.8999999999999995
7,0.3485714285714286,0.7142857142857143,81.16666666666667,1,0.21146458148404523,Low Risk,6345,2,11.725714285714286
5,0.198,1.0,116.25,0,0.39756619567481,Low Risk,20312,1,8.822000000000001
4,0.1,1.0,196.0,0,0.3778739983535119,Low Risk,30510,1,6.3
1,0.46,1.0,0.0,1,0.9497313258482512,High Risk,28120,3,0.54
4,0.25749999999999995,1.0,116.66666666666667,1,0.5440354620616236,Medium Risk,34052,1,8.1675
1,0.07,1.0,0.0,1,0.9481118203098732,High Risk,46002,3,1.8599999999999999
6,0.22333333333333336,0.6666666666666666,99.2,1,0.29094373775249566,Low Risk,15029,2,10.096666666666666
1,0.1,1.0,0.0,0,0.948238129105008,High Risk,39012,3,2.7
6,0.2966666666666667,0.8333333333333334,115.0,0,0.26858445887176063,Low Risk,12196,2,11.956666666666667
6,0.22166666666666668,1.0,119.6,0,0.2626728243674162,Low Risk,31357,2,14.01
7,0.21,1.0,98.16666666666667,0,0.19078021573879622,Low Risk,23404,2,16.59
2,0.30500000000000005,1.0,584.0,0,0.07337411793480368,Low Risk,49327,0,2.085
6,0.29,0.5,87.8,1,0.3090644223232257,Low Risk,224,2,12.07
5,0.192,0.8,113.25,0,0.3992736184789983,Low Risk,23726,1,8.08
2,0.275,1.0,27.0,0,0.8915968831406168,High Risk,45188,3,5.075
6,0.23500000000000001,0.8333333333333334,80.0,1,0.328455374720523,Low Risk,30550,2,10.71
1,0.34,1.0,0.0,0,0.9492381827422165,High Risk,11472,3,1.3199999999999998
2,0.355,1.0,106.0,1,0.8107829256774597,High Risk,31463,3,1.29
4,0.3625,1.0,178.0,0,0.4192239320582784,Medium Risk,22463,1,8.2875
2,0.14500000000000002,1.0,215.0,1,0.6290138595226996,Medium Risk,7451,0,5.13
6,0.3416666666666666,0.8333333333333334,73.8,0,0.3420147730384552,Low Risk,7522,2,7.900000000000001
1,0.24,1.0,0.0,1,0.9488237356475298,High Risk,17643,3,0.76
2,0.22000000000000003,1.0,213.0,1,0.6343897952064261,Medium Risk,36384,3,4.68
3,0.25,0.6666666666666666,95.5,1,0.7138422772515146,High Risk,1429,3,5.25
2,0.375,0.5,261.0,1,0.5301056382227245,Medium Risk,16368,0,3.125
4,0.40249999999999997,1.0,53.333333333333336,1,0.6720034193044035,Medium Risk,19491,3,4.1825
4,0.2825,0.75,112.0,1,0.5488274464754901,Medium Risk,25309,1,7.8925
